Worker_name,Assignment,Unit,Role,Message,Message Number
NRT5ANWYUVK5HWE4VY7,85,169,Proponent,I think explainability is very useful in AI. Anything else you would like to tell me about the article?,8
NRT5ANWYUVK5HWE4VY7,85,169,Proponent,That's interesting! Can you tell me something more about this?,10
NRT5ANWYUVK5HWE4VY7,85,169,Proponent,"Ok, thank you! That's all I wanted to know",12
NRT5ANWYUVK5HWE4VY7,85,169,Proponent,Bye,14
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,"This article is an application of memory networks for detecting unfairness in consumer contracts
 Facts: 
1. Detecting and explaining unfairness in consumer contracts through memory networks
",1
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,"memories are used to store rationales. Do you want to know more about rationales?
 Facts: 
1. We thus consider several configurations of memory-augmented neural networks where rationales are given a special role in the modeling of context knowledge.
2. we train a MANN classifier to identify unfair clauses by using as facts the rationales behind unfairness labels
",3
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,"rationales are justifications provided by experts. Anything else you wish to know?
 Facts: 
1. our hypothesis is that useful explanations may be given in terms of rationales, i.e.  ad-hoc justifications provided by legal experts motivating their conclusion to consider a given clause as unfair
",5
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,"The hypothesis is that rationales are useful for explainability. Indeed, initial results are promising. What do you think about the importance of explainability?
 Facts: 
1. in recent years a rich debate has flourished around the opacity of AI systems that, in terms of accuracy, offer unprecedented results, but at the same time cannot be easily inspected in order to find reasons behind blatant and even possibly dangerous mistakes.
2. These results suggest that MANN are a promising way to address the problem of explaining unfairness in consumer contracts and pave the way to their extensive use in other areas of automated legal text analytics.
",7
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,"Yes. Something I like about this study is that the method is able to provide references to relevant rationales.
 Facts: 
1. the MANN could provide meaningful references to the relevant rationales, especially if during training the MANN is fed with the information of which rationales are related to which clause, a technique known as strong supervision
",9
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,"I don't have further information about strong supervision, but the method seems promising
 Facts: 
1. These results suggest that MANN are a promising way to address the problem of explaining unfairness in consumer contracts and pave the way to their extensive use in other areas of automated legal text analytics.
",11
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,That's great. Take care,13
7YWIR0MZS3NU43Q32U,85,170,Domain Expert,Bye,15
7YWIR0MZS3NU43Q32U,88,175,Proponent,Hi! Why is annotation projection useful?,0
7YWIR0MZS3NU43Q32U,88,175,Proponent,Is this approach applicable only in legal texts?,2
7YWIR0MZS3NU43Q32U,88,175,Proponent,Can you tell me something more about how the method works?,4
7YWIR0MZS3NU43Q32U,88,175,Proponent,Is the quality of the translation tool an issue?,6
7YWIR0MZS3NU43Q32U,88,175,Proponent,Was the method tested with other language pairs besides English-German?,8
7YWIR0MZS3NU43Q32U,88,175,Proponent,Yes I think the problem is very important. Thank you for the chat.,10
2MGUXRMB0OCLW,88,176,Domain Expert,"Hi! Because you can avoid re-constructing a corpus from scratch, but you can leverage the information coming from the same corpus in another language
 Facts: 
1. the workforce of professionals needed for annotating legal documents may not be readily available in each language
2. Our ultimate goal is to use automatically generated annotations for training linguistic tools for the target language without resorting to expert annotators in that language
",1
2MGUXRMB0OCLW,88,176,Domain Expert,"No, it could be applied to any domain whether you have different versions of the same document.
 Facts: 
1. This would leverage the creation of classifiers that can leverage the linguistic resources available in the target language, to analyze documents in that language
",3
2MGUXRMB0OCLW,88,176,Domain Expert,"We exploit automatic translation tools and a distance between embeddings to find correspondences between the same document, available in to languages.
 Facts: 
1. The solution we propose makes use of an automated translation of the source document into the target document, obtained via a third-party tool, of a sentence-wise dissimilarity metric, and of a method for finding an alignment between warped time series
2. To carry out the present study, we built the first English-German parallel corpus for the task at hand
",5
2MGUXRMB0OCLW,88,176,Domain Expert,"It might be, but this needs further investigation. For sure, the method is language-agnostic.
 Facts: 
1. The main novelty of our study lies in the confluence of three aspects: the projection is performed at sentence-level; the multi-lingual corpus is asymmetric; and the proposed methods are language-agnostic
",7
2MGUXRMB0OCLW,88,176,Domain Expert,"Not in this paper, but we are currently testing two additional languages. Do you think this is an important problem?",9
2MGUXRMB0OCLW,88,176,Domain Expert,Thank you!,11
2MGUXRMB0OCLW,90,179,Proponent,"hello there, what exactly is the main contribution of the paper?",0
2MGUXRMB0OCLW,90,179,Proponent,do you have some sort of definition of argument mining to give me some background?,2
2MGUXRMB0OCLW,90,179,Proponent,many thanks for that. i was wondering how previously mentioned techniques could be employed in the context of argument mining.,4
2MGUXRMB0OCLW,90,179,Proponent,"therefore the idea is to encoded relations in a symbolic way and learn the importance of these relations along with the data-driven approach of deep learning, is that correct?",6
2MGUXRMB0OCLW,90,179,Proponent,"this is indeed quite interesting, i think i've seen many frameworks in this direction. I was wondering if suggested approach (at least current draft) scales well with samples and the number of relations. This is indeed one crucial point to me",8
2MGUXRMB0OCLW,90,179,Proponent,"i see, do you have any more detail that you repute important? ",10
NRT5ANWYUVK5HWE4VY7,90,180,Domain Expert,"Hello! This is a position paper which proposes to use neuro-symbolic and relational learning techniques to address the tasks in argumentation mining
 Facts: 
1. we posit that neural-symbolic and statistical relational learning could play a crucial role in the integration of symbolic and sub-symbolic methods to achieve this goal
2. Deep learning is bringing remarkable contributions to the field of argumentation mining, but the existing approaches still need to fill the gap toward performing advanced reasoning tasks
",1
NRT5ANWYUVK5HWE4VY7,90,180,Domain Expert,"Sure! Argument mining is a research area in NLP which aims to extract arguments from unstructured text.
 Facts: 
1. The goal of argumentation mining (AM) is to automatically extract arguments and their relations from a given document
2. Performing and understanding argumentation requires advanced reasoning capabilities, which are natural human skills, but are difficult to learn for a machine
",3
NRT5ANWYUVK5HWE4VY7,90,180,Domain Expert,"Many argument graphs follow some typical rules (i.e., a premise supports a claim, but not the other way round). These rules could be easily encoded in some symbolic language, and used in combination with neural networks or other classifiers.
 Facts: 
1. We envisage that a significant advancement in AM could come from the combination of symbolic and sub-symbolic approaches, such as those developed in the Neural Symbolic (NeSy) (Garcez et al., 2015) or Statistical Relational Learning (SRL) (Getoor and Taskar, 2007; De Raedt et al., 2016; Kordjamshidi
2. We propose to exploit the potential of both symbolic and sub-symbolic approaches for AM, by combining both results in systems that are capable of modeling knowledge and constraints with a logic formalism, while maintaining the computational power of deep networks
",5
NRT5ANWYUVK5HWE4VY7,90,180,Domain Expert,"Yes, indeed. Do you think this might be an interesting research direction?
 Facts: 
1. Differently from existing approaches, we advocate the use of a logic-based language for the definition of contextual dependencies and constraints, independently of the structure of the underlying classifiers
2. Most importantly, the approaches we outline do not exploit a pipeline scheme, but rather perform joint detection of argument components and relations through a single learning process
",7
NRT5ANWYUVK5HWE4VY7,90,180,Domain Expert,"True: scalability is an issue in most neuro-symbolic applications. Unfortunately, we do not present experiments in this work, which is just a position paper.
 Facts: 
1. In this position paper, we posit that neural-symbolic and statistical relational learning could play a crucial role in the integration of symbolic and sub-symbolic methods to achieve this goal
",9
NRT5ANWYUVK5HWE4VY7,90,180,Domain Expert,"It is worth mentioning that this goes into the direction widely recognized nowadays in AI of not relying just on deep learning for many tasks (even in NLP) but to introduce techniques that can exploit domain knowledge, and perform reasoning.
 Facts: 
1. Despite the remarkable impact of deep neural networks in NLP, we argue that these techniques alone will not suffice to address such complex issues
2. This issue is also widely recognized as one of the major challenges for the whole field of artificial intelligence in the coming years (LeCun et al., 2015)
",11
RBZBJO7DWMF386,228,455,Proponent,"Hi, what exactly is meant by lexical inference?",0
RBZBJO7DWMF386,228,455,Proponent,"Ok, so the labels are the classical entailment labels (entailment, neutral, contradiction)?",2
RBZBJO7DWMF386,228,455,Proponent,"Ok, so do they build a dataset for that?",4
RBZBJO7DWMF386,228,455,Proponent,What makes their new models special?,6
RBZBJO7DWMF386,228,455,Proponent,"Before I can answer your question, I need to clarify something. The patterns are a form of ""prompts""? Like additional tokens prepended or appended to the input?",8
RBZBJO7DWMF386,228,455,Proponent,Ah ok. It is interesting that such simple techniques help. This is not a few-shot setting right? So the model has full access to the training data?,10
RBZBJO7DWMF386,228,455,Proponent,"I see. Thanks for the interesting conversation, I am terminating now.",12
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,"Hi, lexical inference means that the inference is focused on lexical semantics.
 Facts: 
1. Lexical inference in context (LIiC) is the task of recognizing textual entailment between two very similar sentences, i.e., sentences that only differ in one expression.
2. It can therefore be seen as a variant of the natural language inference task that is focused on lexical semantics.
",1
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,"That is a good question. Let me clarify: It is a binary classification task. So the labels are entailment vs. non-entailment.
 Facts: 
1. Lexical inference (LI) denotes the task of deciding whether or not an entailment relation holds between two lexical items.
",3
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,"No, they propose new models based on pretrained language models for the task. They evaluate them on two existing benchmarks.
 Facts: 
1. We formulate and evaluate the first approaches based on pretrained language models (LMs) for this task
2. our experiments on two established LIiC benchmarks
",5
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,"The task inputs are fed to the language models in a context of textual patterns corresponding the two classes of the task. This outperforms approaches that do not use these patterns. What do you think about this pattern-based approach?
 Facts: 
1. We introduce the concept of antipatterns, patterns that express non-entailment, and evaluate their usefulness for LIiC.
2. all our approaches consistently outperform previous work, thus setting a new state of the art for LIiC.
",7
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,"Yes, this is like ""prompts"". The additional tokens can be before the two sentences, between them, after them, or a combination of the three.
 Facts: 
1. a relation induction approach based on handcrafted patterns expressing the semantics of lexical inference
",9
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,"There are no large-scale training set for the LIiC task.
 Facts: 
1. supervised NLI models need large amounts of training data, which is unavailable for LIiC
",11
7K6YUIHA8ADPUAF7MY,228,456,Domain Expert,Thank you for your interest!,13
659GTFVXPTWQ35H4,271,541,Proponent,"Hi, it is an interesting paper title. What kind of knowledge does domain knowledge refer to here.",0
659GTFVXPTWQ35H4,271,541,Proponent,"Interesting, how are you injecting the domain knowledge?",2
659GTFVXPTWQ35H4,271,541,Proponent,Have been previous Machine Learning approaches been drastically failing on this kind of task?,4
659GTFVXPTWQ35H4,271,541,Proponent,"Yes, what are their advantages.",6
659GTFVXPTWQ35H4,271,541,Proponent,But for some cases you still require domain knowledge? How did you test that?,8
4N27DHGPN6Y1TMU,271,542,Domain Expert,"Hi! We refer to the knowledge supplied by the expert when designing a Constraint Satisfaction Problem.
 Facts: 
1. Constrained problem are classically modeled by domain experts in a fully declarative fashion
",1
4N27DHGPN6Y1TMU,271,542,Domain Expert,"We have developed a technique inspired by Constraint Programming.
 Facts: 
1. we develop general techniques for taking into account constraints in data-driven methods for decision problems, based on easily accessible methods from the Constraint Programming and Machine Learning domains.
",3
4N27DHGPN6Y1TMU,271,542,Domain Expert,"Actually, they struggle to provide feasible assignements but they have some advantages. Do you want to know which ones?
 Facts: 
1. Data-driven methods for constrained problems offer a potential solution for some of these issues, but they may have trouble maintaining feasibility
",5
4N27DHGPN6Y1TMU,271,542,Domain Expert,"They can take into account some constraints that are not easy to be modelled by the domain expert but that are satisfied in past solutions.
 Facts: 
1. Constrained problem are classically modeled by domain experts in a fully declarative fashion: however, such models can be hard to design, may rely on simplistic and unquantifiable approximations, and may fail to take into account constraints (or preferences)
",7
4N27DHGPN6Y1TMU,271,542,Domain Expert,"Unfortunately, I have not enough information to answer your question.",9
M1FC9X9WUPLX,272,543,Proponent,Hi! What is the constrained problem mentioned in the title?,0
M1FC9X9WUPLX,272,543,Proponent,"Yes, please. What is Partial Latin Square completion problem?",2
M1FC9X9WUPLX,272,543,Proponent,"Thank you for the explanation. Then, what is the domain knowledge in this case?",4
M1FC9X9WUPLX,272,543,Proponent,"I see. Then, how do they inject the domain knowledge in the neural network?",6
M1FC9X9WUPLX,272,543,Proponent,"so, is it done by adding the constraints in the loss function?",8
M1FC9X9WUPLX,272,543,Proponent,it seems fine since it is possible to obtain domain knowledge. But I'm not sure whether it is possible to adapt this approach to other domains such as NLP or computer vision. What do you think?,10
M1FC9X9WUPLX,272,543,Proponent,I see. Thank you for your explanations. Good bye,12
4N27DHGPN6Y1TMU,272,544,Domain Expert,"Hi! We consider the Partial Latin Square completion problem. Do you want to know how does it work?
 Facts: 
1. We use as a benchmark the Partial Latin Square (PLS) completion problem
",1
4N27DHGPN6Y1TMU,272,544,Domain Expert,"It requires to complete a partially filled NxN square with all the values in the range from 1 to N, preventing the same value to appear more than once in the same row or column.
 Facts: 
1. We use as a benchmark the Partial Latin Square (PLS) completion problem, which requires to complete a partially filled n × n square with values in {1..n}, such that no value appears twice on any row or column.
",3
4N27DHGPN6Y1TMU,272,544,Domain Expert,"It is the declarative formulation of the constrained problem.
 Facts: 
1. Using a classical constrained problem as a case study grants access to reliable domain knowledge (the declarative formulation)
",5
4N27DHGPN6Y1TMU,272,544,Domain Expert,"Our method is inspired by Constraint Programming.
 Facts: 
1. we develop general techniques for taking into account constraints in data-driven methods for decision problems, based on easily accessible methods from the Constraint Programming and Machine Learning domains.
",7
4N27DHGPN6Y1TMU,272,544,Domain Expert,I am sorry but I have not enough information to answer your question. Do you think that the Partial Latin Square is a suitable benchmark?,9
4N27DHGPN6Y1TMU,272,544,Domain Expert,"I think that the main application are Constraints Satisfaction Problems.
 Facts: 
1. Hence, despite our focus remains on a scientific investigation, we also regard this paper as a relevant step towards practical applicability for some data-driven solution methods for constrained problems.
",11
4N27DHGPN6Y1TMU,272,544,Domain Expert,Bye!,13
ZL1QIN1PM89T,306,611,Proponent,Hi,0
ZL1QIN1PM89T,306,611,Proponent,Is this work about natural language processing or social sciences?,2
ZL1QIN1PM89T,306,611,Proponent,How is the study conducted?,4
ZL1QIN1PM89T,306,611,Proponent,How many annotators were involved in corpus creation?,6
ZL1QIN1PM89T,306,611,Proponent,Interesting work. What features are more indicative of parody?,8
ZL1QIN1PM89T,306,611,Proponent,"There may be some links to other NLP tasks, like irony detection. What do you think?",10
ZL1QIN1PM89T,306,611,Proponent,How about fact checking?,12
ZL1QIN1PM89T,306,611,Proponent,Great work. Thanks for the chat,14
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,Hi!,1
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"This is work about natural language processing.
 Facts: 
1. In this paper, we present the first computational study of parody.
",3
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"First, we are collecting data from Twitter. Then, we perform on analysis of the data. Finally, we train models on our data to predict whether a tweet is parody or not.
 Facts: 
1. We introduce a new publicly available data set of tweets from real politicians and their corresponding parody accounts. We run a battery of supervised machine learning models for automatically detecting parody tweets
2. Finally, we identify the markers of parody through a linguistic analysis.
",5
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"The corpus was created by automatically retrieving tweets from parody accounts. Parody accounts were identified by the authors of this work. In total, 4 researchers took a look at the data.
 Facts: 
1. For this task, we create a new large-scale publicly available data set containing a total of 131,666 English tweets from 184 parody accounts and corresponding real accounts of politicians from the US, UK and other countries
",7
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"In our work we examine political parody. In political parody, exaggerated views and caricatures are the main features. Posts are also made to mimic real facts, but with a humorous twist.
 Facts: 
1. Parody tweets can often be misinterpreted as facts
2. these accounts play with stereotypes of these figures or juxtapose their public image with a very different, behind-closed-doors persona. A very popular type of parody is political parody which plays an important role in public speech by offering irreverent interpretations of political personas
",9
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"I agree with this statement. Irony can be used to make a parody post, so detecting irony could facilitate better parody detection as well.
 Facts: 
1. While closely related figurative devices such as irony and sarcasm have been extensively studied in computational linguistics (Wallace, 2015; Joshi et al., 2017) , parody yet to be explored using computational methods.
2. We argue that understanding the expression and use of parody in natural language and automatically identifying it are important to applications in computational social science and beyond.
",11
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"While fact checking could definitely help, I believe we would not get enough use out of fact checking. Verifying facts can be very challenging and gains would be minimal. Furthermore, while parody can indeed be misinterpreted as facts, it mostly relies on the style of writing (ie. mimicking the real politician) and not so much the content.
 Facts: 
1. Parody tweets can often be misinterpreted as facts
",13
O7EHDLLLN7GRZPTQN2,306,612,Domain Expert,"Thank you, have a nice day!",15
7K6YUIHA8ADPUAF7MY,307,613,Proponent,"Hi, how is political parody defined the paper?",0
7K6YUIHA8ADPUAF7MY,307,613,Proponent,Can it be detected automatically in social media posts?,2
7K6YUIHA8ADPUAF7MY,307,613,Proponent,"Can the model distinguish political parody from other forms of parody? The definition seemed to allow for non-political parody, too.",4
7K6YUIHA8ADPUAF7MY,307,613,Proponent,"I see. So the model distinguishes political parody from other posts without any parody, yes? Is it possible that the model only detects the political topic without learning about parody at all?",6
7K6YUIHA8ADPUAF7MY,307,613,Proponent,That is very interesting. The resource sounds very useful. Are there annotations on the tweet-level or do you assume that a parody account only tweets parody and the others don't? Could the model be fooled into an author identification task?,8
7K6YUIHA8ADPUAF7MY,307,613,Proponent,That is very convincing. Thank you for the explanations. Could you tell me a bit about the analyzing part?,10
O7EHDLLLN7GRZPTQN2,307,614,Domain Expert,"Parody is defined as a means to mimic behavior of a target for comedic purposes.
 Facts: 
1. Parody is a figurative device used to imitate an entity for comedic or critical purposes and represents a widespread phenomenon in social media through many popular parody accounts.
2. Parody is a figurative device which is used to imitate and ridicule a particular target (Rose, 1993) and has been studied in linguistics as a figurative trope distinct to irony and satire (Kreuz and Roberts, 1993; Rossen-Knill and Henry, 1997) . Traditional forms of parody include editorial cartoons
",1
O7EHDLLLN7GRZPTQN2,307,614,Domain Expert,"It can! In this work we show that we can reach an F1 score of up to 90% using neural-based deep learning methods.
 Facts: 
1. Our results show that political parody tweets can be predicted with an accuracy up to 90%
2. Experiments with feature-and neural-based machine learning models for parody detection, which achieve high predictive accuracy of up to 89.7% F1.
",3
O7EHDLLLN7GRZPTQN2,307,614,Domain Expert,"Here we only collected political parody data, so the models only learn to identify data in that domain. We have not investigated whether the same model could detect general parody. I believe that while it is possible to detect non-political parody, more general data would be needed for that task.
 Facts: 
1. Beyond NLP, parody detection can be used in: (i) political communication, to study and understand the effects of political parody in the public speech on a large scale (Hariman, 2008; Highfield, 2016) ; (ii) linguistics, to identify characteristics of figurative language (Rose, 1993; Kreuz and Rober
",5
O7EHDLLLN7GRZPTQN2,307,614,Domain Expert,"The data is all in the political domain. Data comes from politician accounts as well as political parody accounts. So, the model operates entirely within the political domain, and learns to separate between parody and non-parody data.
 Facts: 
1. For this task, we create a new large-scale publicly available data set containing a total of 131,666 English tweets from 184 parody accounts and corresponding real accounts of politicians from the US, UK and other countries
",7
O7EHDLLLN7GRZPTQN2,307,614,Domain Expert,"Annotations are on the account level. That is, a parody account only tweets parody, while a real account only tweets normal speech. I do not believe this task will be reduced to author identification though. In our experiments, we also predict parody from previously unseen accounts (both parody and real) with the model performing well on those. This goes to show that the model is able to identify parody to an adequate level.)
 Facts: 
1. test data from: a) users; b) genders; c) locations; unseen in training
2. Traditional forms of parody include editorial cartoons, sketches or articles pretending to have been authored by the parodied person. 2 A new form of parody recently emerged in social media, and Twitter in particular, through accounts that impersonate public figures.
",9
O7EHDLLLN7GRZPTQN2,307,614,Domain Expert,"We performed a linguistic analysis, showing that a major difference between politician and parody accounts is the use of first-person pronouns in parody accounts. We also analyzed errors on the model's side, with humorous tweets from real politician's sometimes being confused for parody.
 Facts: 
1. Linguistic analysis of the markers of parody tweets and of the model errors
",11
ZL1QIN1PM89T,346,691,Proponent,Hi! What is this paper about?,0
ZL1QIN1PM89T,346,691,Proponent,What architecture is used for question generation?,2
ZL1QIN1PM89T,346,691,Proponent,How about the metrics? How are results measured?,4
ZL1QIN1PM89T,346,691,Proponent,"I think it makes sense, and it also seems to work. Anything else worth mentioning about this paper?",6
ZL1QIN1PM89T,346,691,Proponent,Thank you for the clarification. The intuition makes sense. Bye,8
M1FC9X9WUPLX,346,692,Domain Expert,"Hi! The goal of this paper is to improve question generation by dividing the task into two: interrogative word prediction and the generation of the rest of the question.
 Facts: 
1. The main claim of our work is that separating the two tasks (i.e., interrogative-word classification and question generation) can lead to a better performance. 
2. In this work, we propose Interrogative-Word-Aware Question Generation (IWAQG), a pipelined system composed of two modules: an interrogative word classifier and a QG model.
",1
M1FC9X9WUPLX,346,692,Domain Expert,The exact architecture of the question generation model is not described in the Introduction.,3
M1FC9X9WUPLX,346,692,Domain Expert,"It is mentioned that their approach achieves a new state-of-the-art on SQuAD using the metrics METEOR and ROUGE-L. What do you think about their hypothesis? Does it make sense for you to generate the interrogative word independently?
 Facts: 
1. The proposed model achieves new state-of-theart results on the task of QG in SQuAD, improving from 46.58 to 47.69 in 21.24 to 22.33 in METEOR, and from 44.53 to 46.94 in ROUGE-L.
",5
M1FC9X9WUPLX,346,692,Domain Expert,"I think that's all. They mentioned that their hypothesis makes the generation of the interrogative word easier since it's a classification task.
 Facts: 
1. the interrogative word classification task is easier to solve than generating the interrogative word along with the full question in the QG model
",7
M1FC9X9WUPLX,346,692,Domain Expert,Thank you. Good bye,9
GW8BIL9F6SJ9CIN,347,693,Proponent,"hi, is the paper about question generation? ",0
GW8BIL9F6SJ9CIN,347,693,Proponent,Why is interrogative classifier used in this model?,2
GW8BIL9F6SJ9CIN,347,693,Proponent,"Yes, makes sense to me. What data set is used to train a classifier? ",4
GW8BIL9F6SJ9CIN,347,693,Proponent,"As long as I know, SQuAD is a question-answering dataset. I'm not sure if this dataset is suitable for question word clarification. What do you think?",6
M1FC9X9WUPLX,347,694,Domain Expert,"Hi! Yes! It is. They propose a pipelined composed of two parts: an interrogative word classifier and a question generation model
 Facts: 
1. In this work, we propose Interrogative-Word-Aware Question Generation (IWAQG), a pipelined system composed of two modules: an interrogative word classifier and a QG model.
",1
M1FC9X9WUPLX,347,694,Domain Expert,"That is a good question! They argue that classifying the interrogative word is easier that generating it along with the rest of the question. What do you think about this intuition? Does it make sense for you?
 Facts: 
1. The main claim of our work is that separating the two tasks (i.e., interrogative-word classification and question generation) can lead to a better performance.
2. the interrogative word classification task is easier to solve than generating the interrogative word along with the full question in the QG model
",3
M1FC9X9WUPLX,347,694,Domain Expert,"They conduct experiments on SQuAD. Do you think SQuAD is a good benchmark for this?
 Facts: 
1. The proposed model achieves new state-of-theart results on the task of QG in SQuAD, improving from 46.58 to 47.69 in 21.24 to 22.33 in METEOR, and from 44.53 to 46.94 in ROUGE-L.
",5
M1FC9X9WUPLX,347,694,Domain Expert,"It is not clarification, but prediction. Since SQuAD includes questions, answers, and context, it would be possible to use the answers to create questions for them.
 Facts: 
1. We assume this setting and consider that the answer is a span of the passage, as in SQuAD.
",7
659GTFVXPTWQ35H4,366,731,Proponent,"Hi, what is the paper about?",0
659GTFVXPTWQ35H4,366,731,Proponent,"That is interesting, how are the annotators then training during the annotation?",2
659GTFVXPTWQ35H4,366,731,Proponent,So the difficulty of their annotations increment over time. Do you think this comes with an increase in total annotation time for the coder?,4
659GTFVXPTWQ35H4,366,731,Proponent,"Ok, that's what I wanted to know. Another point I would be interested is how do you assess the difficulty of a sample? Like how do you determine the order of data you show the annotator?",6
659GTFVXPTWQ35H4,366,731,Proponent,How do the non-adaptive measures perform compared to the adaptive ones?,8
1OTOYRFX5WFOF1T,366,732,Domain Expert,"Hi, the paper is about investigating strategies that implicitly train annotators during their annotations.
 Facts: 
1. To alleviate these issues, this work proposes annotation curricula, a novel approach to implicitly train annotators.
",1
1OTOYRFX5WFOF1T,366,732,Domain Expert,"The basic idea comes from curriculum learning that aims to provide exercises to a (human) learner in an ordering that matches their learning proficiency. Our goal is to implement such a learning curriculum for annotation studies by assessing the difficulty of annotated instances.
 Facts: 
1. The learning curriculum is a fundamental concept in educational research that proposes to order exercises to match a learner's proficiency (Vygotsky 1978; Krashen 1982) and has even motivated training strategies for machine learning models (Bengio et al. 2009 ).
2. Similarly, the goal of annotation curricula (AC) is to provide an ordering of instances during annotation that is optimized for learning the task.
",3
1OTOYRFX5WFOF1T,366,732,Domain Expert,"Sorry, I am not sure if I follow the question. By coder, do you mean the person setting up the study? If you mean the annotator; we restricted our experiments to a finite set of instances that is annotated. So the total annotation time for annotating these instances does actually decrease with a good curriculum.
 Facts: 
1. The results show that annotators who receive the same instances in an optimized order require significantly less annotation time while retaining a high annotation quality.
",5
1OTOYRFX5WFOF1T,366,732,Domain Expert,"To estimate the difficulty, we investigate several methods. Non-adaptive ones like heuristics (e.g., sentence length) and adaptive ones that are models that are trained interactively to predict the annotation time (we use this as a proxy for difficulty). Finally, in this work we only investigate easy-instances-first strategies, so the annotated instances are sorted in ascending difficulty.
 Facts: 
1. evaluate heuristic and interactively trained estimators on three English datasets that provide annotation time which we use as an approximation of the annotation difficulty for evaluation.
2. We instantiate AC with an ""easy-instancesfirst"" strategy 
",7
1OTOYRFX5WFOF1T,366,732,Domain Expert,"Overall, we find that the heuristic ones perform quite well. In fact, our best performing estimator was using the BERT mlm loss (this is not in the displayed text, but an analysis is provided in the results section). 
 Facts: 
1. The results show that using a simple heuristic to order instances can already significantly reduce the total annotation time while preserving a high annotation quality.
",9
J8LYV0HJRTXHMI1,407,813,Proponent,what is the main idea of the paper?,0
J8LYV0HJRTXHMI1,407,813,Proponent,can you describe how does the query be updated?,2
J8LYV0HJRTXHMI1,407,813,Proponent,"Yes, please tell me more how to deal long documents",4
J8LYV0HJRTXHMI1,407,813,Proponent,how does the model decide when to retrieve a sentence or a paragraph?,6
QHUYA2WFITGO,407,814,Domain Expert,"Hello! The main idea is to approach multi-hop and sequential question answering on long documents using semantic indexing and dense-space query updates. This enables end-to-end training and higher performance.
 Facts: 
1. At each step, DOCHOPPER retrieves a paragraph or sentence embedding from the document, mixes the retrieved result with the query, and updates the query for the next step.
2. This means that model is end-to-end differentiable.
",1
QHUYA2WFITGO,407,814,Domain Expert,"The query is updated, intuitively speaking, by computing the residual query information that is not covered by the answer of the previous hop. This happens in the embedding space using simple vector operations. Would you like to know more about how the system deals with long documents?
 Facts: 
1.  At each retrieval step, DOCHOPPER retrieves a candidate (paragraph or sentence) from the index and updates the query for the next step of retrieval.
",3
QHUYA2WFITGO,407,814,Domain Expert,"The transformer-based model ETC is used that is based on sparse attention. This does not only allow longer input token length, but also enables modeling paragraphs (and hereby document structure) very naturally. 
 Facts: 
1. Transformer models that use sparse self-attention have been introduced
2. ETC  introduced a global-local attention mechanism, where local tokens only attend to the global tokens they are assigned to, while global tokens attend to each other to communicate information across a document.
",5
QHUYA2WFITGO,407,814,Domain Expert,"Good question! Both are represented in the vector space and the one most fitting one for the question is selected.
 Facts: 
1. At each retrieval step, DOCHOPPER retrieves a candidate (paragraph or sentence) from the index and updates the query for the next step of retrieval.
",7
659GTFVXPTWQ35H4,409,817,Proponent,"Hi, interesting paper title. How do you add the syntactic information into the word representations?",0
659GTFVXPTWQ35H4,409,817,Proponent,Which kind of graph neural network do you experimented with?,2
659GTFVXPTWQ35H4,409,817,Proponent,Do GCNs come with special properties which helps for the task?,4
659GTFVXPTWQ35H4,409,817,Proponent,"Yes, please. Which objectives did the model try to solve?",6
659GTFVXPTWQ35H4,409,817,Proponent,And which pre-trained word representations did you use?,8
659GTFVXPTWQ35H4,409,817,Proponent,How did you evaluate the improvement of the new word representations?,10
J8LYV0HJRTXHMI1,409,818,Domain Expert,"we build a syntactic graph neural model that takes pre-trained word representations as feature input. The pre-trained word representations and the GNN are used as contextualized word representations in downstream tasks.
 Facts: 
1. SIWRs are then obtained by applying the model to downstream task data and extracting the intermediate word representations.
",1
J8LYV0HJRTXHMI1,409,818,Domain Expert,"We use a graph convolutional neural network (GCN). 
 Facts: 
1. the SIWR model extends a graph convolutional neural network (GCN) and builds on top of these word representations.
",3
J8LYV0HJRTXHMI1,409,818,Domain Expert,"The word graph is built on syntactic dependency and other types of connections such as word order connections. Do you want to know what objectives the model trained on?
 Facts: 
1. Since in English word order is important, we preserve it by adding these connections into the graph layer.
",5
